Compound;Name;Gene Name;AOP;AOP Name;Event;Event Name;Event Class;AC50;logAC50;Intended Target Family
Kepone; BSK_SAg_CD38_down;CD38;-;;-;;;6.36;0.804;cytokine
Kepone; BSK_KF3CT_MMP9_down;MMP9;-;;-;;;6.40;0.806;protease
Kepone; BSK_CASM3C_Proliferation_down;-;-;;-;;;6.49;0.812;cell cycle
Kepone; BSK_4H_SRB_down;-;-;;-;;;6.55;0.816;cell cycle
Kepone; NVS_NR_hER;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;6.57;0.817;nuclear receptor
Kepone; BSK_BE3C_uPA_down;PLAU;-;;-;;;6.62;0.821;protease
Kepone; BSK_hDFCGF_PAI1_down;SERPINE1;-;;-;;;6.66;0.823;cytokine
Kepone; BSK_SAg_CD40_down;CD40;-;;-;;;6.70;0.826;cytokine
Kepone; BSK_4H_uPAR_down;PLAUR;-;;-;;;6.73;0.828;cytokine
Kepone; BSK_BE3C_MIG_down;CXCL9;-;;-;;;6.76;0.830;cytokine
Kepone; BSK_KF3CT_SRB_down;-;-;;-;;;6.82;0.834;cell cycle
Kepone; BSK_LPS_PGE2_down;PTGER2;-;;-;;;6.85;0.836;gpcr
Kepone; BSK_4H_VCAM1_down;VCAM1;-;;-;;;6.97;0.843;cell adhesion molecules
Kepone; APR_HepG2_MitoMembPot_24h_dn;-;-;;-;;;7.00;0.845;cell morphology
Kepone; BSK_BE3C_MMP1_down;MMP1;-;;-;;;7.04;0.848;protease
Kepone; TOX21_ERa_LUC_BG1_Agonist;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;7.06;0.849;nuclear receptor
Kepone; BSK_4H_Eotaxin3_down;CCL26;-;;-;;;7.09;0.851;cytokine
Kepone; BSK_BE3C_SRB_down;-;-;;-;;;7.24;0.860;cell cycle
Kepone; Tanguay_ZF_120hpf_AXIS_up;-;-;;-;;;7.34;0.866;malformation
Kepone; BSK_CASM3C_LDLR_down;LDLR;-;;-;;;7.44;0.872;misc protein
Kepone; BSK_4H_VEGFRII_down;KDR;43;Disruption of VEGFR Signaling Leading to Developmental Defects;305;Inhibition, VegfR2 ;MIE ;7.49;0.875;kinase
Kepone; BSK_4H_Pselectin_down;SELP;-;;-;;;7.55;0.878;cell adhesion molecules
Kepone; ACEA_ER_AUC_viability;-;-;;-;;;7.73;0.888;cell cycle
Kepone; Tanguay_ZF_120hpf_TR_up;-;-;;-;;;7.74;0.889;malformation
Kepone; ACEA_AR_antagonist_80hr;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;7.78;0.891;nuclear receptor
Kepone; BSK_LPS_VCAM1_down;VCAM1;-;;-;;;7.83;0.894;cell adhesion molecules
Kepone; BSK_BE3C_IL1a_down;IL1A;-;;-;;;7.91;0.898;cytokine
Kepone; BSK_SAg_MCP1_down;CCL2;-;;-;;;8.02;0.904;cytokine
Kepone; BSK_SAg_MIG_down;CXCL9;-;;-;;;8.14;0.911;cytokine
Kepone; BSK_3C_MIG_down;CXCL9;-;;-;;;8.20;0.914;cytokine
Kepone; BSK_3C_VCAM1_down;VCAM1;-;;-;;;8.25;0.917;cell adhesion molecules
Kepone; BSK_3C_MCP1_down;CCL2;-;;-;;;8.31;0.919;cytokine
Kepone; BSK_LPS_TNFa_down;TNF;-;;-;;;8.47;0.928;cytokine
Kepone; ACEA_AR_antagonist_AUC_viability;-;-;;-;;;8.47;0.928;cell cycle
Kepone; BSK_LPS_MCSF_down;CSF1;-;;-;;;8.56;0.933;cytokine
Kepone; BSK_LPS_MCP1_down;CCL2;-;;-;;;8.58;0.933;cytokine
Kepone; BSK_3C_ICAM1_down;ICAM1;-;;-;;;8.65;0.937;cell adhesion molecules
Kepone; BSK_KF3CT_uPA_down;PLAU;-;;-;;;8.69;0.939;protease
Kepone; ACEA_AR_agonist_AUC_viability;-;-;;-;;;8.74;0.942;cell cycle
Kepone; BSK_LPS_Eselectin_down;SELE;-;;-;;;8.88;0.948;cell adhesion molecules
Kepone; BSK_KF3CT_IP10_down;CXCL10;-;;-;;;8.89;0.949;cytokine
Kepone; APR_HepG2_MitoMembPot_72h_dn;-;-;;-;;;9.03;0.956;cell morphology
Kepone; TOX21_TR_LUC_GH3_Antagonist;Thrb;-;;-;;;9.07;0.958;nuclear receptor
Kepone; BSK_3C_Eselectin_down;SELE;-;;-;;;9.09;0.958;cell adhesion molecules
Kepone; BSK_LPS_TissueFactor_down;F3;-;;-;;;9.12;0.960;cytokine
Kepone; Tanguay_ZF_120hpf_EYE_up;-;-;;-;;;9.21;0.964;malformation
Kepone; APR_HepG2_p53Act_72h_up;TP53;-;;-;;;9.38;0.972;dna binding
Kepone; ATG_FXR_TRANS_up;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;9.99;1.00;nuclear receptor
Kepone; ATG_RARg_TRANS_up;RARG;-;;-;;;10.3;1.01;nuclear receptor
Kepone; TOX21_GR_BLA_Antagonist_ratio;NR3C1;66;Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis;654;Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists;MIE ;10.3;1.01;nuclear receptor
Kepone; BSK_hDFCGF_IL8_down;CXCL8;-;;-;;;10.5;1.02;cytokine
Kepone; BSK_SAg_Eselectin_down;SELE;-;;-;;;10.6;1.02;cell adhesion molecules
Kepone; TOX21_TR_LUC_GH3_Antagonist_viability;-;-;;-;;;10.7;1.03;cell cycle
Kepone; BSK_LPS_IL8_down;CXCL8;-;;-;;;10.7;1.03;cytokine
Kepone; BSK_CASM3C_HLADR_down;HLA-DRA;-;;-;;;10.8;1.03;cell adhesion molecules
Kepone; BSK_CASM3C_TissueFactor_down;F3;-;;-;;;11.9;1.07;cytokine
Kepone; BSK_SAg_IL8_down;CXCL8;-;;-;;;12.0;1.08;cytokine
Kepone; TOX21_ERa_BLA_Agonist_ratio;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;12.0;1.08;nuclear receptor
Kepone; APR_HepG2_NuclearSize_72h_dn;-;-;;-;;;12.4;1.09;cell morphology
Kepone; ATG_MRE_CIS_up;MTF1;-;;-;;;12.6;1.10;dna binding
Kepone; BSK_KF3CT_TIMP2_down;TIMP2;-;;-;;;13.8;1.14;protease inhibitor
Kepone; TOX21_DT40;-;-;;-;;;13.8;1.14;cell cycle
Kepone; BSK_CASM3C_uPAR_down;PLAUR;-;;-;;;15.8;1.20;cytokine
Kepone; TOX21_DT40_657;-;-;;-;;;16.2;1.21;cell cycle
Kepone; BSK_hDFCGF_MMP1_down;MMP1;-;;-;;;16.4;1.21;protease
Kepone; BSK_hDFCGF_SRB_down;-;-;;-;;;16.6;1.22;cell cycle
Kepone; OT_FXR_FXRSRC1_0480;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;16.6;1.22;nuclear receptor
Kepone; BSK_KF3CT_IL1a_down;IL1A;-;;-;;;17.3;1.24;cytokine
Kepone; OT_AR_ARSRC1_0960;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;17.4;1.24;nuclear receptor
Kepone; BSK_3C_IL8_down;CXCL8;-;;-;;;17.7;1.25;cytokine
Kepone; APR_HepG2_CellLoss_72h_dn;-;-;;-;;;18.3;1.26;cell cycle
Kepone; BSK_hDFCGF_MCSF_down;CSF1;-;;-;;;18.5;1.27;cytokine
Kepone; ATG_XTT_Cytotoxicity_up;-;-;;-;;;18.6;1.27;cell cycle
Kepone; OT_ER_ERaERb_1440;ESR2;-;;-;;;19.4;1.29;nuclear receptor
Kepone; TOX21_RORg_LUC_CHO_Antagonist;RORC;-;;-;;;19.7;1.30;nuclear receptor
Kepone; TOX21_RT_HEK293_GLO_40hr_viability;-;-;;-;;;19.7;1.30;cell cycle
Kepone; TOX21_DT40_100;-;-;;-;;;20.3;1.31;cell cycle
Kepone; BSK_CASM3C_SRB_down;-;-;;-;;;20.6;1.31;cell cycle
Kepone; APR_HepG2_CellCycleArrest_72h_dn;-;-;;-;;;20.7;1.32;cell cycle
Kepone; BSK_CASM3C_SAA_down;SAA1;-;;-;;;21.5;1.33;cell adhesion molecules
Kepone; TOX21_RT_HEK293_GLO_00hr_viability;-;-;;-;;;21.8;1.34;cell cycle
Kepone; BSK_CASM3C_MCSF_down;CSF1;-;;-;;;22.9;1.36;cytokine
Kepone; TOX21_RT_HEK293_GLO_24hr_viability;-;-;;-;;;23.1;1.36;cell cycle
Kepone; BSK_CASM3C_VCAM1_down;VCAM1;-;;-;;;23.8;1.38;cell adhesion molecules
Kepone; TOX21_ARE_BLA_agonist_ratio;NFE2L2;-;;-;;;23.8;1.38;DNA binding
Kepone; TOX21_RT_HEK293_GLO_32hr_viability;-;-;;-;;;24.3;1.39;cell cycle
Kepone; BSK_hDFCGF_MIG_down;CXCL9;-;;-;;;24.5;1.39;cytokine
Kepone; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;25.4;1.41;cell cycle
Kepone; TOX21_Aromatase_Inhibition;CYP19A1;153;Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats;964;Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol;MIE ;25.5;1.41;cyp
Kepone; TOX21_GR_BLA_Antagonist_viability;-;-;;-;;;25.8;1.41;cell cycle
Kepone; TOX21_AR_BLA_Antagonist_ratio;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;26.2;1.42;nuclear receptor
Kepone; BSK_KF3CT_ICAM1_down;ICAM1;-;;-;;;28.8;1.46;cell adhesion molecules
Kepone; TOX21_RT_HEK293_GLO_08hr_viability;-;-;;-;;;29.1;1.46;cell cycle
Kepone; OT_AR_ARSRC1_0480;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;29.3;1.47;nuclear receptor
Kepone; TOX21_PPARd_BLA_antagonist_viability;-;-;;-;;;30.2;1.48;cell cycle
Kepone; TOX21_SSH_3T3_GLI3_Antagonist;GLI3;-;;-;;;30.4;1.48;DNA binding
Kepone; TOX21_AP1_BLA_Agonist_viability;-;-;;-;;;30.5;1.48;cell cycle
Kepone; BSK_CASM3C_MIG_down;CXCL9;-;;-;;;30.8;1.49;cytokine
Kepone; TOX21_VDR_BLA_Agonist_viability;-;-;;-;;;31.0;1.49;cell cycle
Kepone; TOX21_RT_HEK293_FLO_24hr_viability;-;-;;-;;;31.4;1.50;cell cycle
Kepone; TOX21_Aromatase_Inhibition_viability;-;-;;-;;;31.6;1.50;cell cycle
Kepone; TOX21_PPARg_BLA_antagonist_viability;-;-;;-;;;32.2;1.51;cell cycle
Kepone; TOX21_RXR_BLA_Agonist_viability;-;-;;-;;;32.2;1.51;cell cycle
Kepone; TOX21_RT_HEPG2_FLO_40hr_ctrl_viability;-;-;;-;;;32.4;1.51;cell cycle
Kepone; TOX21_RT_HEPG2_GLO_08hr_ctrl_viability;-;-;;-;;;32.7;1.51;cell cycle
Kepone; TOX21_FXR_BLA_antagonist_ratio;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;32.8;1.52;nuclear receptor
Kepone; BSK_CASM3C_MCP1_down;CCL2;-;;-;;;33.0;1.52;cytokine
Kepone; TOX21_RT_HEPG2_FLO_16hr_ctrl_viability;-;-;;-;;;33.3;1.52;cell cycle
Kepone; BSK_CASM3C_Thrombomodulin_down;THBD;-;;-;;;33.3;1.52;gpcr
Kepone; BSK_hDFCGF_TIMP1_down;TIMP1;-;;-;;;33.3;1.52;protease inhibitor
Kepone; TOX21_PPARd_BLA_antagonist_ratio;PPARD;36;Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis;232;Decreased, PPAR-beta activation;MIE ;33.4;1.52;nuclear receptor
Kepone; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;33.5;1.52;cell cycle
Kepone; BSK_CASM3C_IL6_down;IL6;-;;-;;;33.5;1.53;cytokine
Kepone; BSK_CASM3C_IL8_down;CXCL8;-;;-;;;34.2;1.53;cytokine
Kepone; BSK_KF3CT_MCP1_down;CCL2;-;;-;;;34.3;1.54;cytokine
Kepone; TOX21_PPARd_BLA_Agonist_viability;-;-;;-;;;34.3;1.54;cell cycle
Kepone; TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;35.4;1.55;cell cycle
Kepone; TOX21_RT_HEK293_FLO_16hr_viability;-;-;;-;;;35.6;1.55;cell cycle
Kepone; TOX21_RT_HEPG2_FLO_32hr_ctrl_viability;-;-;;-;;;36.4;1.56;cell cycle
Kepone; TOX21_ESRE_BLA_viability;-;-;;-;;;36.5;1.56;cell cycle
Kepone; APR_HepG2_CellLoss_24h_dn;-;-;;-;;;37.2;1.57;cell cycle
Kepone; TOX21_RT_HEPG2_FLO_08hr_viability;-;-;;-;;;37.9;1.58;cell cycle
Kepone; TOX21_RT_HEK293_FLO_08hr_viability;-;-;;-;;;38.5;1.59;cell cycle
Kepone; TOX21_CAR_Antagonist;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;39.0;1.59;nuclear receptor
Kepone; TOX21_RT_HEPG2_FLO_24hr_viability;-;-;;-;;;39.4;1.60;cell cycle
Kepone; TOX21_RT_HEPG2_GLO_16hr_ctrl_viability;-;-;;-;;;40.5;1.61;cell cycle
1,1'-Oxybis[2,3,4,5,6-pentabromobenzene] ; NVS_ENZ_hPTEN_Activator;PTEN;-;;-;;;0.311;-0.508;phosphatase
1,1'-Oxybis[2,3,4,5,6-pentabromobenzene] ; ACEA_ER_AUC_viability;-;-;;-;;;6.45;0.810;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ;BSK_CASM3C_Proliferation_up;-;-;;-;;;8.67e-2;-1.06;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_BE3C_MMP1_up;MMP1;-;;-;;;0.892;-4.97e-2;protease
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_hDFCGF_PAI1_down;SERPINE1;-;;-;;;0.954;-2.05e-2;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_hDFCGF_Proliferation_down;-;-;;-;;;0.970;-1.31e-2;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_CASM3C_Thrombomodulin_up;THBD;-;;-;;;1.10;4.14e-2;gpcr
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_KF3CT_TIMP2_down;TIMP2;-;;-;;;1.14;5.81e-2;protease inhibitor
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;1.21;8.29e-2;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_hDFCGF_SRB_down;-;-;;-;;;1.24;9.44e-2;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_4H_MCP1_down;CCL2;-;;-;;;1.27;0.104;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_BE3C_HLADR_down;HLA-DRA;-;;-;;;1.28;0.108;cell adhesion molecules
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_hDFCGF_MCSF_down;CSF1;-;;-;;;1.30;0.113;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_BE3C_IP10_down;CXCL10;-;;-;;;1.54;0.186;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_LPS_IL8_down;CXCL8;-;;-;;;1.86;0.270;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_IL8_down;CXCL8;-;;-;;;1.98;0.297;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_hDFCGF_VCAM1_down;VCAM1;-;;-;;;2.24;0.350;cell adhesion molecules
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_4H_Pselectin_down;SELP;-;;-;;;2.31;0.364;cell adhesion molecules
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_SAg_Proliferation_down;-;-;;-;;;2.42;0.385;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_KF3CT_MMP9_down;MMP9;-;;-;;;2.59;0.414;protease
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_4H_SRB_down;-;-;;-;;;2.73;0.436;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_4H_VCAM1_down;VCAM1;-;;-;;;2.82;0.451;cell adhesion molecules
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_SAg_PBMCCytotoxicity_down;-;-;;-;;;2.87;0.458;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_LPS_PGE2_up;PTGER2;-;;-;;;2.91;0.464;gpcr
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_4H_VEGFRII_down;KDR;43;Disruption of VEGFR Signaling Leading to Developmental Defects;305;Inhibition, VegfR2 ;MIE ;3.13;0.496;kinase
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_4H_Eotaxin3_down;CCL26;-;;-;;;3.17;0.502;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_VDRE_CIS_up;VDR;-;;-;;;3.29;0.517;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_HLADR_down;HLA-DRA;-;;-;;;3.41;0.533;cell adhesion molecules
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_PXR_TRANS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;3.42;0.535;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_SAg_CD38_down;CD38;-;;-;;;3.43;0.536;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_uPAR_down;PLAUR;-;;-;;;3.44;0.536;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_LPS_MCSF_down;CSF1;-;;-;;;3.45;0.538;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_LPS_CD40_down;CD40;-;;-;;;3.52;0.547;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_KF3CT_IP10_down;CXCL10;-;;-;;;3.58;0.554;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_KF3CT_uPA_down;PLAU;-;;-;;;3.85;0.585;protease
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_4H_uPAR_down;PLAUR;-;;-;;;3.95;0.597;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_Proliferation_down;-;-;;-;;;3.95;0.597;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_LPS_IL1a_down;IL1A;-;;-;;;4.37;0.640;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_SAg_SRB_down;-;-;;-;;;4.43;0.646;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_LPS_VCAM1_down;VCAM1;-;;-;;;4.46;0.649;cell adhesion molecules
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_VCAM1_down;VCAM1;-;;-;;;4.53;0.656;cell adhesion molecules
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_SAg_CD40_down;CD40;-;;-;;;4.58;0.661;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_LPS_SRB_down;-;-;;-;;;4.67;0.669;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_MMP_ratio_down;-;-;;-;;;4.72;0.674;cell morphology
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_SRB_down;-;-;;-;;;4.83;0.684;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_Vis_down;-;-;;-;;;5.15;0.712;cell morphology
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_MCP1_down;CCL2;-;;-;;;5.23;0.718;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_3C_Eselectin_down;SELE;-;;-;;;5.85;0.767;cell adhesion molecules
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_SAg_CD69_down;CD69;-;;-;;;5.90;0.771;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_PBREM_CIS_up;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;6.18;0.791;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_NRF2_ARE_CIS_up;NFE2L2;-;;-;;;6.74;0.829;dna binding
1,2,5,6,9,10-Hexabromocyclododecane ; BSK_KF3CT_IL1a_up;IL1A;-;;-;;;7.73;0.888;cytokine
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_RXRb_TRANS_up;RXRB;-;;-;;;8.14;0.911;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; NVS_GPCR_hTXA2;TBXA2R;-;;-;;;8.68;0.939;gpcr
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_p53_BLA_p3_viability;-;-;;-;;;9.52;0.979;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; ACEA_ER_AUC_viability;-;-;;-;;;9.78;0.990;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_VDR_BLA_antagonist_viability;-;-;;-;;;11.4;1.06;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_TR_LUC_GH3_Antagonist;Thrb;-;;-;;;13.6;1.13;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_FXR_TRANS_up;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;14.3;1.16;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_RXR_BLA_Agonist_viability;-;-;;-;;;15.5;1.19;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_ARE_BLA_agonist_ratio;NFE2L2;-;;-;;;16.3;1.21;DNA binding
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_TR_LUC_GH3_Antagonist_viability;-;-;;-;;;17.5;1.24;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_VDR_BLA_Agonist_viability;-;-;;-;;;18.2;1.26;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; OT_AR_ARSRC1_0960;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;20.1;1.30;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; OT_FXR_FXRSRC1_1440;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;20.6;1.31;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_Pax6_CIS_up;PAX6;-;;-;;;20.8;1.32;dna binding
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_CAR_Antagonist;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;20.8;1.32;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_p53_BLA_p4_viability;-;-;;-;;;22.2;1.35;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_AP1_BLA_Agonist_ratio;FOS|JUN;-;;-;;;23.3;1.37;DNA binding
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_p53_BLA_p1_viability;-;-;;-;;;24.6;1.39;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_p53_BLA_p2_viability;-;-;;-;;;24.6;1.39;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_FXR_BLA_agonist_viability;-;-;;-;;;25.2;1.40;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_PPARg_BLA_antagonist_viability;-;-;;-;;;25.2;1.40;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_PPARd_BLA_antagonist_viability;-;-;;-;;;26.2;1.42;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_FXR_BLA_antagonist_ratio;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;27.0;1.43;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_DT40;-;-;;-;;;27.3;1.44;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_PPARd_BLA_Agonist_viability;-;-;;-;;;27.5;1.44;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_RORg_LUC_CHO_Antagonist;RORC;-;;-;;;27.6;1.44;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_PPARg_TRANS_up;PPARG;163;PPARgamma activation leading to sarcomas in rats, mice, and hamsters;1028;Activation of specific nuclear receptors, PPAR-gamma activation;MIE ;27.6;1.44;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_RT_HEPG2_GLO_08hr_ctrl_viability;-;-;;-;;;29.5;1.47;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_HRE_BLA_Agonist_ratio;HIF1A;-;;-;;;30.1;1.48;DNA binding
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_PGC_ERR_Antagonist;ESRRA;-;;-;;;31.0;1.49;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; OT_FXR_FXRSRC1_0480;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;31.1;1.49;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_ERb_BLA_Agonist_viability;-;-;;-;;;31.3;1.49;cell cycle
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_AR_BLA_Antagonist_ratio;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;36.5;1.56;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_EGR_CIS_up;EGR1;-;;-;;;37.2;1.57;dna binding
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_RARg_TRANS_up;RARG;-;;-;;;37.3;1.57;nuclear receptor
1,2,5,6,9,10-Hexabromocyclododecane ; ATG_AP_1_CIS_up;FOS;-;;-;;;37.8;1.58;dna binding
1,2,5,6,9,10-Hexabromocyclododecane ; TOX21_ERR_Antagonist;ESRRA;-;;-;;;38.1;1.58;nuclear receptor
